file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/MysqlTestApplication.java,org.springframework.samples.petclinic.MysqlTestApplication,container/0,false,38,4,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,8,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/MysqlTestApplication.java,org.springframework.samples.petclinic.MysqlTestApplication,main/1[java.lang.String[]],false,42,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,9,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetTypeRepository.java,org.springframework.samples.petclinic.owner.PetTypeRepository,findPetTypes/0,false,36,2,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,true
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/PetValidatorTests.java,org.springframework.samples.petclinic.owner.PetValidatorTests$ValidateHasErrors,testValidateWithInvalidBirthDate/0,false,104,4,4,0,4,1,6,8,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/PetValidatorTests.java,org.springframework.samples.petclinic.owner.PetValidatorTests$ValidateHasErrors,testValidateWithInvalidPetType/0,false,93,4,4,0,4,1,6,7,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/PetValidatorTests.java,org.springframework.samples.petclinic.owner.PetValidatorTests$ValidateHasErrors,testValidateWithInvalidPetName/0,false,81,4,4,0,4,1,6,8,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,showOwner/1[int],false,164,5,1,0,1,1,3,7,1,3,1,3,0,0,0,0,0,0,5,0,3,1,0,0,0,1,35,1,0,true
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,"processFindForm/4[int,org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.Model]",false,94,9,5,0,5,4,10,15,3,1,4,10,2,1,0,2,0,0,8,1,2,1,1,0,0,0,19,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,OwnerController/1[org.springframework.samples.petclinic.owner.OwnerRepository],true,53,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,"findPaginatedForOwnersLastName/2[int,java.lang.String]",false,127,4,2,1,1,1,2,5,1,2,2,2,0,0,0,0,0,0,0,2,2,1,0,0,0,0,11,2,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,initCreationForm/0,false,71,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,findOwner/1[java.lang.Integer],false,63,4,2,0,2,2,2,3,1,0,1,2,0,0,0,1,0,0,5,0,0,1,0,0,0,1,23,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,"processUpdateOwnerForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.BindingResult,int,org.springframework.samples.petclinic.owner.RedirectAttributes]",false,140,7,2,0,2,3,6,15,3,0,4,6,0,0,0,1,0,0,13,0,0,0,1,0,0,0,38,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,initUpdateOwnerForm/0,false,134,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,setAllowedFields/1[org.springframework.samples.petclinic.owner.WebDataBinder],false,58,2,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,"processCreationForm/3[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",false,76,6,1,0,1,2,4,9,2,0,3,4,0,0,0,0,0,0,6,0,0,1,1,0,0,0,31,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,"addPaginationModel/3[int,org.springframework.samples.petclinic.owner.Model,org.springframework.samples.petclinic.owner.Page<org.springframework.samples.petclinic.owner.Owner>]",false,118,3,1,1,0,1,4,8,1,1,3,4,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,2,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,initFindForm/0,false,88,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,false
