id;sku;nome;modelo;cor;capacidade;preco;parcelas;valor_parcela;cores_disponiveis;outras_cores;cores_esgotadas;selo;url
14973626614120;09076;Garrafa Térmica Flowstate™ Spring Cream Stanley 1913;Garrafa Térmica Flowstate™ Spring;Cream;591ml;329.0;12x;27.41;6;Rose Quartz, Blue Dream Stone, Black 2.0, Ash, Peach Rose;0;Novidade;https://www.stanley1913.com.br/products/garrafa-termica-spring-cream-591ml?variant=53974792405352
14973626581352;09143;Garrafa Térmica Flowstate™ Spring Black 2.0 Stanley 1913;Garrafa Térmica Flowstate™ Spring;Black 2.0;591ml;329.0;12x;27.41;6;Rose Quartz, Cream, Blue Dream Stone, Ash, Peach Rose;0;Novidade;https://www.stanley1913.com.br/products/garrafa-termica-spring-black-2-0-591ml?variant=53974792372584
14973506650472;09135;Jug Térmica Fast flow Ash Stanley 1913;Jug Térmica Fast flow;Ash;1.9L;439.0;12x;36.58;2;Chalk;0;Novidade;https://www.stanley1913.com.br/products/garrafa-jug-fastflow-ash-1-9l?variant=53974499852648
14973507305832;09134;Jug Térmica Fast flow Chalk Stanley 1913;Jug Térmica Fast flow;Chalk;1.9L;439.0;12x;36.58;2;Ash;0;Novidade;https://www.stanley1913.com.br/products/garrafa-jug-fastflow-chalk-1-9l?variant=53974500540776
14973506617704;08940;Quencher Protour Cream Stanley 1913;Quencher Protour;Cream;1.18l;359.0;12x;29.91;17;Agave, Ash Fade, Black Fade, Dried Pine, Frost Fade, Messi Black, Pink Messi, Prickly Pear, Rose Quartz Fade, Toast, Twilight, Wild Blooms, Costal Teal, Frost, Orange Sherbet, Dark Navy;0;Novidade;https://www.stanley1913.com.br/products/copo-quencher-protour-cream-1-18l?variant=53974499885416
14973503045992;09049;Garrafa Térmica Aerolight Flip Straw Honeydew Hypergrip Stanley 1913;Garrafa Térmica Aerolight Flip Straw;Honeydew Hypergrip;710ml;335.0;12x;27.91;23;Pomelo, Lilac, Black, Ash, Rose Quartz, Hot Coral, Splash, Frost, Vivid Violet, Apple Shimmer, Clover Shimmer, Pink Messi, Striker Blue, Cornflower Gloss, Peach Whip Gloss, Cream Rose Gold, Terracota, Agave, Dark Blossom, Messi Black, Prickly Pear, Twilight;0;Novidade;https://www.stanley1913.com.br/products/garrafa-termica-aerolight-flip-straw-honeydew-hypergrip-710ml?variant=53974480159080
14973498687848;09129;Cooler  Térmico Sage Grey Stanley 1913;Cooler Térmico;Sage Grey;15L;1180.0;12x;98.33;2;Twilight;0;Novidade;https://www.stanley1913.com.br/products/cooler-termico-sage-grey-15l?variant=53974457155944
14973498655080;08898;Cooler Térmico Sage Grey Stanley 1913;Cooler Térmico;Sage Grey;23L;1480.0;12x;123.33;1;;0;Novidade;https://www.stanley1913.com.br/products/cooler-termico-sage-grey-23l?variant=53974457123176
14973498458472;08896;Garrafa Térmica Aerolight Transit Toast Stanley 1913;Garrafa Térmica Aerolight Transit;Toast;354ml;239.0;12x;19.91;2;Peach Rose;0;Novidade;https://www.stanley1913.com.br/products/garrafa-transit-2-0-toast-354ml?variant=53974456664424
14973496918376;09124;Mochila Térmica Madeleine Mini Ash Stanley 1913;Mochila Térmica Madeleine;Ash;13.2L;1499.0;12x;124.91;3;Black, Sea Glass Plume;0;Novidade;https://www.stanley1913.com.br/products/bolsa-madeleine-mini-ash-13-2l?variant=53974439068008
14973496394088;09256;Garrafa Vitalize Tempo Black Stanley 1913;Garrafa Vitalize Tempo;Black;710ml;349.0;12x;29.08;5;Chalk, Purple Umbra, Rose Quartz, Blue Dream;0;Novidade;https://www.stanley1913.com.br/products/garrafa-tempo-black-710ml?variant=53974433923432
